"gene","pathway"
"LAMA1","DOID.225"
"RSPO1","DOID.225"
"HTR3E","DOID.225"
"DOK7","DOID.225"
"SH3PXD2B","DOID.225"
"ANK2","DOID.225"
"GPT","DOID.225"
"GPX1","DOID.225"
"GPX4","DOID.225"
"ANK3","DOID.225"
"GRB2","DOID.225"
"GRB7","DOID.225"
"GRN","DOID.225"
"GRIK1","DOID.225"
"C1GALT1C1","DOID.225"
"NR3C1","DOID.225"
"ANKRD11","DOID.225"
"LGALS13","DOID.225"
"CD274","DOID.225"
"GSK3B","DOID.225"
"GSN","DOID.225"
"GSTA1","DOID.225"
"GSTM1","DOID.225"
"GSTP1","DOID.225"
"GSTT1","DOID.225"
"MSH6","DOID.225"
"GTF2I","DOID.225"
"GUCA2B","DOID.225"
"ICOS","DOID.225"
"POMT2","DOID.225"
"TLX3","DOID.225"
"GZMB","DOID.225"
"H2AFX","DOID.225"
"ANXA2","DOID.225"
"HABP2","DOID.225"
"HSD17B10","DOID.225"
"HADHA","DOID.225"
"HBA1","DOID.225"
"HBB","DOID.225"
"HCCS","DOID.225"
"HCRT","DOID.225"
"HDC","DOID.225"
"CFH","DOID.225"
"HFE","DOID.225"
"CFHR1","DOID.225"
"ANXA5","DOID.225"
"ERVW-1","DOID.225"
"HGF","DOID.225"
"CD209","DOID.225"
"NRG1","DOID.225"
"HHEX","DOID.225"
"HIP1","DOID.225"
"HINT1","DOID.225"
"HLA-A","DOID.225"
"HLA-B","DOID.225"
"MNX1","DOID.225"
"HLA-DQA1","DOID.225"
"HLA-DQB1","DOID.225"
"HLA-DRB1","DOID.225"
"HLA-DRB4","DOID.225"
"HMGB1","DOID.225"
"HMGCR","DOID.225"
"HMOX1","DOID.225"
"HMX1","DOID.225"
"APAF1","DOID.225"
"HNF4A","DOID.225"
"MESTIT1","DOID.225"
"HNRNPA2B1","DOID.225"
"HOXA1","DOID.225"
"HOXA9","DOID.225"
"HOXA10","DOID.225"
"HOXA13","DOID.225"
"HOXD3","DOID.225"
"HOXD13","DOID.225"
"APC","DOID.225"
"HPRT1","DOID.225"
"HPS1","DOID.225"
"AIRE","DOID.225"
"HPX","DOID.225"
"HRAS","DOID.225"
"APEX1","DOID.225"
"HSD3B1","DOID.225"
"HSD11B1","DOID.225"
"HSD11B2","DOID.225"
"HSD17B1","DOID.225"
"HSD17B3","DOID.225"
"HSD17B2","DOID.225"
"HSD17B4","DOID.225"
"BIRC3","DOID.225"
"HSPA4","DOID.225"
"HSPA5","DOID.225"
"XIAP","DOID.225"
"HSPB1","DOID.225"
"HSPB2","DOID.225"
"BIRC5","DOID.225"
"HSPD1","DOID.225"
"HSPG2","DOID.225"
"APOA1","DOID.225"
"HTR1A","DOID.225"
"HTR2A","DOID.225"
"HTR2B","DOID.225"
"HTR2C","DOID.225"
"HTR3A","DOID.225"
"APOA2","DOID.225"
"APOA4","DOID.225"
"TNC","DOID.225"
"IAPP","DOID.225"
"APOB","DOID.225"
"ICAM1","DOID.225"
"ICAM2","DOID.225"
"SNORD115-1","DOID.225"
"ID1","DOID.225"
"ID2","DOID.225"
"ID3","DOID.225"
"ID4","DOID.225"
"TREML1","DOID.225"
"APOC1","DOID.225"
"IDE","DOID.225"
"FREM2","DOID.225"
"IDH1","DOID.225"
"IDH2","DOID.225"
"IDS","DOID.225"
"CFI","DOID.225"
"IFNA1","DOID.225"
"IFNA2","DOID.225"
"APOC3","DOID.225"
"IFNB1","DOID.225"
"IFNG","DOID.225"
"IFNGR1","DOID.225"
"IFNGR2","DOID.225"
"ZFP57","DOID.225"
"IGF1","DOID.225"
"APOE","DOID.225"
"IGF1R","DOID.225"
"IGF2","DOID.225"
"ACSM2B","DOID.225"
"IGF2R","DOID.225"
"IGFBP1","DOID.225"
"IGFBP2","DOID.225"
"IGFBP3","DOID.225"
"IGFBP5","DOID.225"
"CYR61","DOID.225"
"ACADS","DOID.225"
"APOH","DOID.225"
"APP","DOID.225"
"HDLC3","DOID.225"
"KLK3","DOID.225"
"FAS","DOID.225"
"IL1A","DOID.225"
"IL1B","DOID.225"
"IL1R1","DOID.225"
"IL1RN","DOID.225"
"IL2","DOID.225"
"IL2RA","DOID.225"
"FASLG","DOID.225"
"IL3RA","DOID.225"
"IL4","DOID.225"
"IL4R","DOID.225"
"IL6","DOID.225"
"IL6R","DOID.225"
"IL6ST","DOID.225"
"IL7","DOID.225"
"CXCL8","DOID.225"
"IL10","DOID.225"
"IL12A","DOID.225"
"IL12B","DOID.225"
"IL13","DOID.225"
"IL15","DOID.225"
"IL15RA","DOID.225"
"IL16","DOID.225"
"IL17A","DOID.225"
"IL18","DOID.225"
"AQP4","DOID.225"
"INHA","DOID.225"
"INHBA","DOID.225"
"INHBB","DOID.225"
"CXCL10","DOID.225"
"INS","DOID.225"
"INPPL1","DOID.225"
"INSL3","DOID.225"
"INSR","DOID.225"
"PDX1","DOID.225"
"IRF1","DOID.225"
"AQP9","DOID.225"
"IRF3","DOID.225"
"IRF5","DOID.225"
"IRF6","DOID.225"
"IRF7","DOID.225"
"IRS1","DOID.225"
"AR","DOID.225"
"ITGA4","DOID.225"
"ITGB2","DOID.225"
"ITGB3","DOID.225"
"ITGB4","DOID.225"
"ITK","DOID.225"
"ITPR1","DOID.225"
"ITPR3","DOID.225"
"JAK2","DOID.225"
"JAK3","DOID.225"
"JUN","DOID.225"
"ANOS1","DOID.225"
"KCNA3","DOID.225"
"KCNA5","DOID.225"
"NDUFS7","DOID.225"
"KCND2","DOID.225"
"KCND3","DOID.225"
"KCNE1","DOID.225"
"TRIM73","DOID.225"
"KCNH2","DOID.225"
"KCNJ1","DOID.225"
"KCNJ2","DOID.225"
"KCNJ6","DOID.225"
"KCNJ8","DOID.225"
"KCNJ10","DOID.225"
"KCNJ11","DOID.225"
"KCNJ12","DOID.225"
"KCNJ15","DOID.225"
"KCNMB1","DOID.225"
"TRIM74","DOID.225"
"KCNQ1","DOID.225"
"KCNQ2","DOID.225"
"KCNQ3","DOID.225"
"KDR","DOID.225"
"KIR2DL1","DOID.225"
"KIR2DL3","DOID.225"
"KIR3DL2","DOID.225"
"KIT","DOID.225"
"KLKB1","DOID.225"
"KLRC2","DOID.225"
"KLRD1","DOID.225"
"KRAS","DOID.225"
"KRT8","DOID.225"
"KRT14","DOID.225"
"SUMO4","DOID.225"
"NPSR1","DOID.225"
"BLOC1S3","DOID.225"
"L1CAM","DOID.225"
"LAMA3","DOID.225"
"LAMA5","DOID.225"
"LAMB2","DOID.225"
"LAMP2","DOID.225"
"GDF6","DOID.225"
"STMN1","DOID.225"
"LBP","DOID.225"
"LCAT","DOID.225"
"LCK","DOID.225"
"LCN1","DOID.225"
"LCN2","DOID.225"
"LEP","DOID.225"
"LEPR","DOID.225"
"LHCGR","DOID.225"
"LIG4","DOID.225"
"LIMK1","DOID.225"
"LIPE","DOID.225"
"LMNA","DOID.225"
"LMX1B","DOID.225"
"LOXL1","DOID.225"
"LPA","DOID.225"
"LPL","DOID.225"
"LRP2","DOID.225"
"LRP5","DOID.225"
"LTA","DOID.225"
"ARNTL","DOID.225"
"SH2D1A","DOID.225"
"MIR145","DOID.225"
"MIR146A","DOID.225"
"EPCAM","DOID.225"
"SMAD2","DOID.225"
"SMAD4","DOID.225"
"MAF","DOID.225"
"ARSA","DOID.225"
"STS","DOID.225"
"MAOA","DOID.225"
"MAOB","DOID.225"
"MAP2","DOID.225"
"MAPT","DOID.225"
"CCL3L3","DOID.225"
"MBD1","DOID.225"
"MBL2","DOID.225"
"MC3R","DOID.225"
"MC4R","DOID.225"
"CD46","DOID.225"
"MDM2","DOID.225"
"MECP2","DOID.225"
"MEFV","DOID.225"
"MEIS1","DOID.225"
"MEN1","DOID.225"
"MEST","DOID.225"
"MGMT","DOID.225"
"CIITA","DOID.225"
"MID1","DOID.225"
"MIF","DOID.225"
"CXCL9","DOID.225"
"MITF","DOID.225"
"MLH1","DOID.225"
"MLN","DOID.225"
"KMT2A","DOID.225"
"ACHE","DOID.225"
"NR3C2","DOID.225"
"MMP1","DOID.225"
"MMP2","DOID.225"
"MMP3","DOID.225"
"MMP9","DOID.225"
"MOG","DOID.225"
"MPL","DOID.225"
"MPO","DOID.225"
"MPV17","DOID.225"
"MRE11","DOID.225"
"MIR342","DOID.225"
"MSH2","DOID.225"
"MSH3","DOID.225"
"PALM2-AKAP2","DOID.225"
"MSR1","DOID.225"
"ATP6","DOID.225"
"COX1","DOID.225"
"COX2","DOID.225"
"COX3","DOID.225"
"MTHFD1","DOID.225"
"MTHFR","DOID.225"
"ND1","DOID.225"
"ND2","DOID.225"
"ND3","DOID.225"
"ND5","DOID.225"
"ND6","DOID.225"
"MTNR1B","DOID.225"
"MTTP","DOID.225"
"MTR","DOID.225"
"MTRR","DOID.225"
"TRNA","DOID.225"
"TRNI","DOID.225"
"TRNK","DOID.225"
"TRNL1","DOID.225"
"TRNW","DOID.225"
"MUC1","DOID.225"
"TRIM37","DOID.225"
"MUSK","DOID.225"
"MUTYH","DOID.225"
"MVK","DOID.225"
"MX1","DOID.225"
"MYC","DOID.225"
"MYCN","DOID.225"
"SERPINC1","DOID.225"
"MYH3","DOID.225"
"MYH6","DOID.225"
"MYH8","DOID.225"
"MYH9","DOID.225"
"MYH11","DOID.225"
"MYLK","DOID.225"
"MYO1C","DOID.225"
"MYO5A","DOID.225"
"MYO7A","DOID.225"
"NACA","DOID.225"
"NAGLU","DOID.225"
"ATF4","DOID.225"
"NBN","DOID.225"
"NCAM1","DOID.225"
"NCK1","DOID.225"
"NDUFA1","DOID.225"
"NDUFS1","DOID.225"
"ATM","DOID.225"
"NDUFS3","DOID.225"
"NDUFS4","DOID.225"
"SEPT2","DOID.225"
"ATOH1","DOID.225"
"NEUROD1","DOID.225"
"NF1","DOID.225"
"ATP1A2","DOID.225"
"NFIA","DOID.225"
"NFKB1","DOID.225"
"NFKBIA","DOID.225"
"NFKBIL1","DOID.225"
"NGF","DOID.225"
"NHS","DOID.225"
"NME1","DOID.225"
"NME2","DOID.225"
"NME4","DOID.225"
"NOS1","DOID.225"
"NOS2","DOID.225"
"NOS3","DOID.225"
"NOTCH1","DOID.225"
"NOTCH2","DOID.225"
"NPHP1","DOID.225"
"NPHS1","DOID.225"
"NPM1","DOID.225"
"NPPB","DOID.225"
"NPPC","DOID.225"
"NPY2R","DOID.225"
"SLC11A2","DOID.225"
"NRAS","DOID.225"
"NRL","DOID.225"
"NTRK1","DOID.225"
"NTRK2","DOID.225"
"ROR2","DOID.225"
"NUP98","DOID.225"
"OAS1","DOID.225"
"CISD2","DOID.225"
"OCRL","DOID.225"
"OGDH","DOID.225"
"OLR1","DOID.225"
"OPA1","DOID.225"
"TNFRSF11B","DOID.225"
"OPRM1","DOID.225"
"ORC1","DOID.225"
"ORC4","DOID.225"
"OTC","DOID.225"
"OTX2","DOID.225"
"P2RX3","DOID.225"
"P2RX7","DOID.225"
"P2RY2","DOID.225"
"FURIN","DOID.225"
"SMARCAL1","DOID.225"
"PRDX1","DOID.225"
"SERPINE1","DOID.225"
"SERPINB2","DOID.225"
"PAK1","DOID.225"
"PAPPA","DOID.225"
"PRKN","DOID.225"
"PAX1","DOID.225"
"PAX2","DOID.225"
"PAX3","DOID.225"
"PAX6","DOID.225"
"NSDHL","DOID.225"
"PAX9","DOID.225"
"FOXP3","DOID.225"
"COQ6","DOID.225"
"ATL1","DOID.225"
"POLR1D","DOID.225"
"GAL","DOID.225"
"ADIPOR1","DOID.225"
"ABHD5","DOID.225"
"PCNA","DOID.225"
"SBDS","DOID.225"
"COPS4","DOID.225"
"PCNT","DOID.225"
"PLCE1","DOID.225"
"TACO1","DOID.225"
"GP6","DOID.225"
"PIGP","DOID.225"
"TMEM216","DOID.225"
"TLR7","DOID.225"
"KCNK9","DOID.225"
"TLR8","DOID.225"
"SPG21","DOID.225"
"PDCD1","DOID.225"
"SPTBN5","DOID.225"
"MBTPS2","DOID.225"
"PRKAG2","DOID.225"
"SIRT6","DOID.225"
"PDGFB","DOID.225"
"PDGFRA","DOID.225"
"IL23A","DOID.225"
"PDE6B","DOID.225"
"PDGFRB","DOID.225"
"NBAS","DOID.225"
"ENPP1","DOID.225"
"SUFU","DOID.225"
"RAB23","DOID.225"
"CAB39","DOID.225"
"SLC26A4","DOID.225"
"GHRL","DOID.225"
"PDZK1","DOID.225"
"SERPINF1","DOID.225"
"PER1","DOID.225"
"PEX1","DOID.225"
"PEX6","DOID.225"
"PEX13","DOID.225"
"PEX14","DOID.225"
"ATP5PF","DOID.225"
"PGF","DOID.225"
"PGR","DOID.225"
"ABCB1","DOID.225"
"PHB","DOID.225"
"SERPINA1","DOID.225"
"PI3","DOID.225"
"SERPINI1","DOID.225"
"PIK3CA","DOID.225"
"PIK3R1","DOID.225"
"PI4KA","DOID.225"
"PITX2","DOID.225"
"PKM","DOID.225"
"PKNOX1","DOID.225"
"PKP1","DOID.225"
"PLAGL1","DOID.225"
"PLAT","DOID.225"
"PLAU","DOID.225"
"PLAUR","DOID.225"
"PLIN1","DOID.225"
"FXYD1","DOID.225"
"PLOD2","DOID.225"
"PLP1","DOID.225"
"PLS3","DOID.225"
"PLTP","DOID.225"
"MBD3","DOID.225"
"ADAM22","DOID.225"
"PML","DOID.225"
"PMP22","DOID.225"
"ATP7A","DOID.225"
"EXOSC9","DOID.225"
"EXOSC10","DOID.225"
"A4GALT","DOID.225"
"PMS2","DOID.225"
"BRWD1","DOID.225"
"TLR9","DOID.225"
NA,"DOID.225"
"TREM1","DOID.225"
"POLB","DOID.225"
"POLG","DOID.225"
"GDAP1","DOID.225"
"WNT4","DOID.225"
"POMC","DOID.225"
"PON1","DOID.225"
"PON2","DOID.225"
"RIN2","DOID.225"
"POR","DOID.225"
"ATR","DOID.225"
"ROBO4","DOID.225"
"UGT1A7","DOID.225"
"UGT1A6","DOID.225"
"ATRX","DOID.225"
"POU5F1","DOID.225"
"PPARA","DOID.225"
"UGT1A1","DOID.225"
"PPARD","DOID.225"
"CRLS1","DOID.225"
"PPARG","DOID.225"
"FEV","DOID.225"
"FBLIM1","DOID.225"
"PPIA","DOID.225"
"TET2","DOID.225"
"AHI1","DOID.225"
"DYM","DOID.225"
"BCOR","DOID.225"
"CDKAL1","DOID.225"
"MKS1","DOID.225"
"AVP","DOID.225"
"AGGF1","DOID.225"
"PPP2CA","DOID.225"
"BBS7","DOID.225"
"KIRREL1","DOID.225"
"SLC29A3","DOID.225"
"AVPR2","DOID.225"
"PARL","DOID.225"
"FEM1A","DOID.225"
"PRG2","DOID.225"
"ITLN1","DOID.225"
"FERMT1","DOID.225"
"PRKAA2","DOID.225"
"CHD7","DOID.225"
"PRKAB1","DOID.225"
"FLVCR2","DOID.225"
"PIGV","DOID.225"
"PRPF40A","DOID.225"
"NSUN5","DOID.225"
"NDC1","DOID.225"
"WDR11","DOID.225"
"PRKAR1A","DOID.225"
"IFT122","DOID.225"
"PRKAR2B","DOID.225"
"MBD5","DOID.225"
"PRKCD","DOID.225"
"SCN3B","DOID.225"
"LRP2BP","DOID.225"
"CENPJ","DOID.225"
"BRK1","DOID.225"
"APOM","DOID.225"
"MAPK1","DOID.225"
"MAPK3","DOID.225"
"CFC1","DOID.225"
"AZF1","DOID.225"
"BARX1","DOID.225"
"MAP2K1","DOID.225"
"MAP2K2","DOID.225"
"PRL","DOID.225"
"PRNP","DOID.225"
"PROC","DOID.225"
"PRPS1","DOID.225"
"MASP1","DOID.225"
"KLK7","DOID.225"
"HTRA1","DOID.225"
"MMP26","DOID.225"
"PSEN1","DOID.225"
"B2M","DOID.225"
"RETN","DOID.225"
"PSMA5","DOID.225"
"DPYSL5","DOID.225"
"C1GALT1","DOID.225"
"PSMB8","DOID.225"
"PYY","DOID.225"
"FAM20C","DOID.225"
"PSMB9","DOID.225"
"POGLUT1","DOID.225"
"BACH1","DOID.225"
"PNPLA2","DOID.225"
"SALL4","DOID.225"
"SELENON","DOID.225"
"PTCH1","DOID.225"
"PTEN","DOID.225"
"PTGER2","DOID.225"
"PTGER3","DOID.225"
"AICDA","DOID.225"
"CLTRN","DOID.225"
"PTH","DOID.225"
"PTGS1","DOID.225"
"PTGS2","DOID.225"
"PTHLH","DOID.225"
"PTK2","DOID.225"
"WDR35","DOID.225"
"CC2D2A","DOID.225"
"CHD8","DOID.225"
"FANCM","DOID.225"
"PTPN1","DOID.225"
"PTPN6","DOID.225"
"BAK1","DOID.225"
"POLD4","DOID.225"
"PTPN11","DOID.225"
"HAMP","DOID.225"
"PTPRD","DOID.225"
"PTPRG","DOID.225"
"PTPRJ","DOID.225"
"PTPRN","DOID.225"
"BAX","DOID.225"
"PVALB","DOID.225"
"CXCL16","DOID.225"
"BBS1","DOID.225"
"PEX2","DOID.225"
"BBS2","DOID.225"
"MYL7","DOID.225"
"BBS4","DOID.225"
"DLGAP3","DOID.225"
"RAB27A","DOID.225"
"RAB27B","DOID.225"
"RAD51C","DOID.225"
"RAD51D","DOID.225"
"RAF1","DOID.225"
"RAG1","DOID.225"
"RAG2","DOID.225"
"ACTA2","DOID.225"
"BCHE","DOID.225"
"RAP1A","DOID.225"
"IL21","DOID.225"
"RAP1GAP","DOID.225"
"RAPSN","DOID.225"
"RARRES2","DOID.225"
"RASA1","DOID.225"
"ACE2","DOID.225"
"RBBP4","DOID.225"
"TRPV4","DOID.225"
"RBM4","DOID.225"
"RBMY1A1","DOID.225"
"RBP4","DOID.225"
"BCL2","DOID.225"
"REL","DOID.225"
"RELA","DOID.225"
"REST","DOID.225"
"RET","DOID.225"
"BCL2L1","DOID.225"
"RFC1","DOID.225"
"RFX5","DOID.225"
"RFXAP","DOID.225"
"RGS2","DOID.225"
"RNASE3","DOID.225"
"RNASEL","DOID.225"
"RNF2","DOID.225"
"HPSE2","DOID.225"
"PROK2","DOID.225"
"PAPPA2","DOID.225"
"FKBP10","DOID.225"
"RPGR","DOID.225"
"BCR","DOID.225"
"BCS1L","DOID.225"
"RPS6KA3","DOID.225"
"RPS14","DOID.225"
"BDKRB1","DOID.225"
"BDKRB2","DOID.225"
"RYR1","DOID.225"
"RYR2","DOID.225"
"BDNF","DOID.225"
"S100A8","DOID.225"
"S100B","DOID.225"
"SAA1","DOID.225"
"CFB","DOID.225"
"SAFB","DOID.225"
"SALL1","DOID.225"
"SARS","DOID.225"
"ATXN7","DOID.225"
"SCD","DOID.225"
"BGLAP","DOID.225"
"SCN1A","DOID.225"
"SCN1B","DOID.225"
"SCN2A","DOID.225"
"SCN4B","DOID.225"
"SCN5A","DOID.225"
"SCN9A","DOID.225"
"SCNN1A","DOID.225"
"SCNN1B","DOID.225"
"SCNN1G","DOID.225"
"CCL2","DOID.225"
"CCL3","DOID.225"
"CCL3L1","DOID.225"
"CCL5","DOID.225"
"CCL17","DOID.225"
"CCL19","DOID.225"
"CCL21","DOID.225"
"CXCL5","DOID.225"
"CX3CL1","DOID.225"
"SDC4","DOID.225"
"CXCL12","DOID.225"
"SDHB","DOID.225"
"SDHD","DOID.225"
"PRDM16","DOID.225"
"SELP","DOID.225"
"CDH23","DOID.225"
"SMOC1","DOID.225"
"BLM","DOID.225"
"CRLF2","DOID.225"
"NOD2","DOID.225"
"SFRP1","DOID.225"
"STRA6","DOID.225"
"ROBO3","DOID.225"
"NSD1","DOID.225"
"LMBR1","DOID.225"
"SIL1","DOID.225"
"SFTPB","DOID.225"
"SFTPC","DOID.225"
"SFTPD","DOID.225"
"SGK1","DOID.225"
"SGSH","DOID.225"
"ITSN1","DOID.225"
"SHBG","DOID.225"
"SPANXC","DOID.225"
"SHH","DOID.225"
"SHOX","DOID.225"
"P2RY12","DOID.225"
"IL25","DOID.225"
"PORCN","DOID.225"
"SIM2","DOID.225"
"SIX1","DOID.225"
"BMP2","DOID.225"
"SLAMF1","DOID.225"
"ACD","DOID.225"
"VPS33A","DOID.225"
"SLC2A1","DOID.225"
"SLC2A2","DOID.225"
"SLC2A4","DOID.225"
"SLC3A1","DOID.225"
"BMP4","DOID.225"
"PCDH15","DOID.225"
"SLC5A3","DOID.225"
"SLC6A2","DOID.225"
"SLC6A3","DOID.225"
"SLC6A4","DOID.225"
"SLC6A8","DOID.225"
"SFTPA1","DOID.225"
"SLC9A2","DOID.225"
"SLC9A3","DOID.225"
"SLC12A1","DOID.225"
"SLC12A3","DOID.225"
"SLC15A1","DOID.225"
"SLC16A2","DOID.225"
"BMPR1A","DOID.225"
"SLC18A1","DOID.225"
"SLC18A2","DOID.225"
"SLC19A1","DOID.225"
"SLC20A1","DOID.225"
"SLC22A5","DOID.225"
"BMPR2","DOID.225"
"SNAI2","DOID.225"
"SMARCB1","DOID.225"
"SMS","DOID.225"
"SUMO3","DOID.225"
"SUMO2","DOID.225"
"SNAP25","DOID.225"
"SNCA","DOID.225"
"SNRPN","DOID.225"
"SNTA1","DOID.225"
"SOD1","DOID.225"
"SOD2","DOID.225"
"SOS1","DOID.225"
"SOX1","DOID.225"
"SOX2","DOID.225"
"SOX3","DOID.225"
"SOX10","DOID.225"
"FOXL2","DOID.225"
"SPAST","DOID.225"
"SPP1","DOID.225"
"SPTAN1","DOID.225"
"SRD5A1","DOID.225"
"BRCA1","DOID.225"
"SREBF1","DOID.225"
"SREBF2","DOID.225"
"BRAF","DOID.225"
"SRY","DOID.225"
"TRIM21","DOID.225"
"TROVE2","DOID.225"
"SSB","DOID.225"
"BRCA2","DOID.225"
"STAT1","DOID.225"
"STAT3","DOID.225"
"STAT4","DOID.225"
"SULT1E1","DOID.225"
"STIM1","DOID.225"
"CDKL5","DOID.225"
"STK11","DOID.225"
"STXBP1","DOID.225"
"SULT2A1","DOID.225"
"SURF1","DOID.225"
"VAMP7","DOID.225"
"TAC1","DOID.225"
"TACR1","DOID.225"
"TAP1","DOID.225"
"TAPBP","DOID.225"
"TBX1","DOID.225"
"TAZ","DOID.225"
"TBCE","DOID.225"
"TBX5","DOID.225"
"TBX15","DOID.225"
"SNORD115@","DOID.225"
"TCF4","DOID.225"
"TBX3","DOID.225"
"HNF1B","DOID.225"
"TCF7L2","DOID.225"
"TCN2","DOID.225"
"TCOF1","DOID.225"
"BTK","DOID.225"
"TCP1","DOID.225"
"TRB","DOID.225"
"PRDX2","DOID.225"
"TEAD4","DOID.225"
"BUB1B","DOID.225"
"TERC","DOID.225"
"TERF2","DOID.225"
"TERT","DOID.225"
"TFAP2A","DOID.225"
"TFAP2B","DOID.225"
"TFF1","DOID.225"
"TFPI","DOID.225"
"TG","DOID.225"
"TGFB1","DOID.225"
"TGFB2","DOID.225"
"TGFB3","DOID.225"
"TGFBR1","DOID.225"
"TGFBR2","DOID.225"
"TGFBR3","DOID.225"
"TGM1","DOID.225"
"TGM3","DOID.225"
"TH","DOID.225"
"THBD","DOID.225"
"THBS1","DOID.225"
"THRA","DOID.225"
"THRB","DOID.225"
"TIMP1","DOID.225"
"NKX2-1","DOID.225"
"TJP1","DOID.225"
"TK2","DOID.225"
"TLR2","DOID.225"
"TLR3","DOID.225"
"TLR4","DOID.225"
"TM4SF4","DOID.225"
"TMPRSS2","DOID.225"
"TNF","DOID.225"
"TNFRSF1A","DOID.225"
"TNFRSF1B","DOID.225"
"TNNI3","DOID.225"
"TNNT2","DOID.225"
"TNXB","DOID.225"
"TOP3A","DOID.225"
"TP53","DOID.225"
"TPM1","DOID.225"
"TPO","DOID.225"
"TPT1","DOID.225"
"TPTE","DOID.225"
"C3","DOID.225"
"CRISP2","DOID.225"
"C4A","DOID.225"
"C4BPA","DOID.225"
"TRPS1","DOID.225"
"TSC2","DOID.225"
"C4BPB","DOID.225"
"TSPY1","DOID.225"
"CAPN5","DOID.225"
"TTC3","DOID.225"
"TTPA","DOID.225"
"TTR","DOID.225"
"SPANXB1","DOID.225"
"TWIST1","DOID.225"
"CCR2","DOID.225"
"TXN","DOID.225"
"TYK2","DOID.225"
"TYMS","DOID.225"
"UBE2A","DOID.225"
"UBE2I","DOID.225"
"UBE3A","DOID.225"
"UCP1","DOID.225"
"SCGB1A1","DOID.225"
"UGT1A","DOID.225"
"USF1","DOID.225"
"USF2","DOID.225"
"USH2A","DOID.225"
"CLRN1","DOID.225"
"VASP","DOID.225"
"VCAM1","DOID.225"
"VDR","DOID.225"
"VEGFA","DOID.225"
"VHL","DOID.225"
"VIP","DOID.225"
"VLDLR","DOID.225"
"TRPV1","DOID.225"
"VRK1","DOID.225"
"VTN","DOID.225"
"VWF","DOID.225"
"WAS","DOID.225"
"WIPF1","DOID.225"
"WFS1","DOID.225"
"NSD2","DOID.225"
"NELFA","DOID.225"
"WNT5A","DOID.225"
"WNT7A","DOID.225"
"WNT9B","DOID.225"
"WRN","DOID.225"
"WT1","DOID.225"
"XDH","DOID.225"
"XK","DOID.225"
"XPA","DOID.225"
"XRCC1","DOID.225"
"YWHAG","DOID.225"
"ZIC2","DOID.225"
"C21orf2","DOID.225"
"CA2","DOID.225"
"PCGF2","DOID.225"
"CACNA1A","DOID.225"
"CACNA1C","DOID.225"
"CACNA1D","DOID.225"
"BSND","DOID.225"
"CACNA2D1","DOID.225"
"NPHS2","DOID.225"
"CACNB2","DOID.225"
"LEPQTL1","DOID.225"
"ALMS1","DOID.225"
"IL1R2","DOID.225"
"CXCR4","DOID.225"
"COLEC11","DOID.225"
"FTO","DOID.225"
"MLPH","DOID.225"
"NDUFAF5","DOID.225"
"CCDC28B","DOID.225"
"FKRP","DOID.225"
"PLA2G7","DOID.225"
"CDC73","DOID.225"
"CALCA","DOID.225"
"ADIPOR2","DOID.225"
"SRD5A3","DOID.225"
"MCPH1","DOID.225"
"USB1","DOID.225"
"DYNC2H1","DOID.225"
"NEIL1","DOID.225"
"STEAP4","DOID.225"
"BBS10","DOID.225"
"TFPI2","DOID.225"
"EHMT1","DOID.225"
"CAMKMT","DOID.225"
"TCTN2","DOID.225"
"PDZD7","DOID.225"
"RMI1","DOID.225"
"PANK2","DOID.225"
"DCAF17","DOID.225"
"FRAS1","DOID.225"
"CEP290","DOID.225"
"OPA3","DOID.225"
"PNPLA3","DOID.225"
"SHOC2","DOID.225"
"ADAM12","DOID.225"
"TSGA10","DOID.225"
"AKNA","DOID.225"
NA,"DOID.225"
"FGF23","DOID.225"
"USP5","DOID.225"
"COL18A1","DOID.225"
"CMIP","DOID.225"
"KMT2D","DOID.225"
"AAAS","DOID.225"
"ACTN4","DOID.225"
"TUBB1","DOID.225"
"SLC2A10","DOID.225"
"CALU","DOID.225"
"CFHR5","DOID.225"
"TDRD3","DOID.225"
"LBH","DOID.225"
"NECTIN4","DOID.225"
"FIP1L1","DOID.225"
"NIPA2","DOID.225"
"ISCA1","DOID.225"
"SLC14A2","DOID.225"
"DOCK8","DOID.225"
"SBF2","DOID.225"
"MKKS","DOID.225"
"CAMP","DOID.225"
"CHAF1B","DOID.225"
"GATD3A","DOID.225"
"SMC1A","DOID.225"
"PICALM","DOID.225"
"FZD9","DOID.225"
"HIST1H3E","DOID.225"
"CASP3","DOID.225"
"JAM3","DOID.225"
"FERMT3","DOID.225"
"ANGPTL6","DOID.225"
"HMCN1","DOID.225"
"PLA2G6","DOID.225"
"ADGRV1","DOID.225"
"CASP8","DOID.225"
"ARL6","DOID.225"
"QRFPR","DOID.225"
"GTF2IRD2","DOID.225"
"LTBP4","DOID.225"
"RNF135","DOID.225"
"PHF6","DOID.225"
"CASP10","DOID.225"
"HPS3","DOID.225"
"FBN3","DOID.225"
"CUL4B","DOID.225"
"CASR","DOID.225"
"TPST1","DOID.225"
"SMARCA5","DOID.225"
"OFD1","DOID.225"
"DISP1","DOID.225"
"IKBKG","DOID.225"
"IFITM1","DOID.225"
"BAGE2","DOID.225"
"SHANK3","DOID.225"
"AP3B1","DOID.225"
"PDXK","DOID.225"
"CAV1","DOID.225"
"CASK","DOID.225"
"CAV3","DOID.225"
